fname,sentence,I-ORG
pr7358_60,0,Brøndby
pr7358_60,0,FCK
pr7358_60,2,TV
pr7358_60,101,Brøndby
pr7358_60,101,FCK
pr7358_60,107,Facebook
pr7359_60,28,BBC
pr7359_60,31,BBC
pr7360_60,67,Testamente
pr7360_60,72,Folkekirkens
pr7362_60,20,Bibelselskab
pr7365_60,35,Bethesda
pr7365_60,66,Bethesda
pr7365_60,74,Bethesda
pr7365_60,84,Bethesda
pr7367_60,48,Ham
pr7368_60,41,Pet
pr7368_60,42,Pet
pr7368_60,46,Pet
pr7368_60,54,"katolske, kirkes"
pr7368_60,57,Ham
pr7369_66,42,"Hampton, Court"
pr7370_60,44,"Hampton, Court"
pr7371_60,53,Facebook
pr7371_60,56,Facebook
pr7372_60,14,Færøernes
pr7373_60,47,"Disney, Channel"
pr7373_60,103,Ham
pr7374_60,39,"Hampton, Court"
pr7377_60,22,”
pr7378_60,22,DR
pr7379_60,18,CERN
pr7379_60,42,GT
pr7379_60,102,DDS
pr7380_60,24,Folkekirkens
pr7381_60,73,Ham
pr7385_60,0,SE
pr7385_60,1,Facebook
pr7388_60,10,Hellig
pr7388_60,61,Ham
pr7390_60,95,Vajsenhuset
pr7391_60,38,IKEA
pr7391_60,39,Lego
pr7392_60,6,Sl
pr7392_60,27,Ham
pr7392_60,27,Ham
pr7393_60,93,Ham
pr7394_60,78,of
pr7394_60,81,Folkekirken
pr7394_60,83,Folkekirken
pr7395_60,33,Folkekirken
pr7396_60,90,DR
pr7397_60,5,Facebook
pr7397_60,28,Folkekirken
pr7397_60,38,Indre
pr7399_60,47,DR
pr7399_60,84,"Indre, Mission"
pr7399_60,84,"Frelsens, Hær"
pr7403_60,9,GT
pr7405_60,29,Facebook
pr7405_60,51,"World, Trade, Center"
pr7407_60,29,DR
pr7407_60,62,Gamle
pr7408_60,22,"National, Geographic"
pr7409_60,65,Google
pr7409_60,66,katolske
pr7410_60,23,Ham
pr7410_60,39,Mercedes
pr7410_60,45,Ham
pr7410_60,73,Sl
pr7410_60,75,Sl
pr7411_60,83,Ham
pr7414_60,54,"Paris, Spleen"
pr7416_60,26,Ham
pr7418_60,3,Selskab
pr7418_60,63,Sl
pr7419_60,57,Folketinget
pr7419_60,93,katolske
pr7421_60,7,Facebook
pr7421_60,88,alliances
pr7422_60,0,Folkekirken
pr7422_60,7,Folkekirken
pr7422_60,56,CIA
pr7422_60,56,World
pr7426_60,16,Folketinget
pr7426_60,44,Ham
pr7427_60,13,DR
pr7427_60,14,TV
pr7428_60,18,Kraft
pr7429_60,5,Ruslands
pr7430_60,5,OL
pr7431_60,81,Bilka
pr7432_60,78,Bilka
pr7434_60,38,blæsten
pr7441_60,0,"Kristeligt, Dagblad"
pr7441_60,2,Islamisk
pr7441_60,40,Google
pr7441_60,45,Jesuitterne
pr7441_60,49,uniformerede
pr7443_60,62,hvedekorn
pr7444_60,57,"Indre, Mission"
pr7444_60,61,"Københavns, Indre, Mission"
pr7444_60,78,katolske
pr7444_60,78,Folkekirkens
pr7444_60,82,KFUMs
pr7446_60,47,Ham
pr7446_60,55,Folkekirken
pr7447_60,37,Kristi
pr7448_60,10,evangelist
pr7450_61,4,City
pr7450_61,6,Black
pr7450_61,18,fodboldlandsholdet
pr7450_61,24,Folkekirken
pr7450_61,30,Folkekirken
pr7450_61,35,Facebook
pr7451_61,22,Trump
pr7451_61,27,FN
pr7451_61,33,Trump
pr7451_61,42,Trump
pr7452_61,23,Testamente
pr7453_61,10,katolske
pr7454_61,14,Testamente
pr7456_61,20,Testamente
pr7457_61,0,DR2
pr7457_61,21,Testamente
pr7460_61,12,Testamente
pr7460_61,30,Rige
pr7461_61,2,Dagblad
pr7462_61,5,Testamente
pr7462_61,14,DR
pr7463_61,0,Testamente
pr7463_61,2,Testamente
pr7463_61,62,Testamente
pr7464_61,36,Folkekirken
pr7465_61,1,TV2
pr7465_61,1,TV2
pr7465_61,5,"Danmarks, Radio"
pr7466_61,3,Vietnamkrigen
pr7467_61,27,DR2
pr7468_61,27,DR2
pr7471_61,15,Noas
pr7471_61,31,Testamente
pr7473_61,35,Kristi
pr7476_61,0,"Kristeligt, Dagblad"
pr7477_61,0,"Kristeligt, Dagblad"
pr7478_61,13,reformerte
pr7478_61,14,lutherske
pr7479_61,19,"Kristeligt, Dagblad"
pr7480_61,0,Jyllandsposten
pr7480_61,1,Københavns
pr7480_61,14,Testamente
pr7480_61,44,Jesus
pr7491_61,1,Folkekirken
pr7494_61,14,"Kristeligt, Dagblad"
pr7495_61,34,Testamente
pr7495_61,54,Folkekirken
pr7498_61,22,Testamente
pr7499_61,16,"fif, ”"
pr7499_61,28,McLaren
pr7500_61,32,3F
pr7503_61,30,Bauhaus
pr7503_61,41,Bauhaus
pr7504_61,1,Folkekirken
pr7504_61,1,Folkekirken
pr7504_61,2,Folkekirken
pr7504_61,30,Folkekirkens
pr7504_61,31,Folkekirken
pr7504_61,33,OK
pr7505_61,28,katolske
pr7509_61,22,pinsekirken
pr7510_61,31,katolske
pr7511_61,7,Råd
pr7511_61,46,Ham
pr7513_61,14,"De, ortodokse"
pr7513_61,46,Folkekirken
pr7514_61,25,Testamente
pr7514_61,48,TV
pr7520_61,37,Testamente
pr7525_61,1,"Ekstra, Bladet"
pr7525_61,21,splinter
pr7525_61,52,Ham
pr7527_61,14,"Kristeligt, Dagblad"
pr7527_61,17,katolske
pr7527_61,18,katolske
pr7528_61,36,Ham
pr7531_61,44,Ham
pr7533_61,13,Islamisk
pr7533_61,15,Testamente
pr7533_61,20,Testamente
pr7533_61,23,Facebook
pr7533_61,24,Facebook
pr7534_61,22,Testamente
pr7534_61,73,lutherske
pr7535_61,50,tyske
pr7539_61,43,Himmelske
pr7541_61,9,Kristne
pr7541_61,21,"Fyns, Stifts"
pr7542_61,27,"Fætter, BR"
pr7542_61,27,Bilka
pr7542_61,35,BR
pr7542_61,35,Bilka
pr7542_61,36,NOVA
pr7542_61,37,"Kristeligt, Dagblad"
pr7542_61,37,NOVA
pr7542_61,43,"Fætter, BR"
pr7547_61,3,"Kristeligt, Dagblad"
pr7547_61,3,Facebook
pr7547_61,13,"Kristeligt, Dagblad"
pr7549_61,21,Testamente
pr7551_61,1,Teologisk
pr7551_61,6,Teologisk
pr7551_61,9,Teologisk
pr7552_61,4,Facebook
pr7552_61,4,Islamisk
pr7552_61,8,"Århus, Universitet"
pr7552_61,8,"Kristeligt, Dagblad"
pr7552_61,14,Trump
pr7555_61,64,Ham
pr7556_61,7,Bethesda
pr7558_61,25,"Milano, –"
pr7560_61,0,TV2
pr7562_61,22,Islamisk
pr7562_61,33,Hebræerne
pr7562_61,36,Facebook
pr7563_61,2,SE
pr7563_61,16,Ekstrabladet
pr7563_61,17,Ekstrabladet
pr7563_61,17,Ekstrabladet
pr7563_61,38,TV2
pr7563_61,41,Jætterne
pr7563_61,43,adelige
pr7567_61,2,TV
pr7567_61,3,DR
pr7567_61,4,TV2
pr7567_61,5,"Kristeligt, Dagblad"
pr7571_61,33,Kristi
pr7574_61,29,"Indre, Mission"
pr7575_61,8,Testamente
pr7576_61,49,Ham
pr7580_61,8,Disney
pr7582_61,16,Brugsen
pr7583_61,30,"Kristeligt, Dagblad"
pr7584_61,25,Testamente
pr7586_61,24,Noas
pr7587_61,45,Ham
pr7589_61,0,Vejle
pr7589_61,0,Folkeblad
pr7589_61,1,Bilka
pr7589_61,4,Bilka
pr7589_61,22,Testamente
pr7590_61,37,"Kristeligt, Dagblad"
pr7590_61,50,"Kristeligt, Dagblad"
pr7590_61,52,"Kristeligt, Dagblad"
pr7591_61,0,"supermarkedskæden, Kvickly"
pr7591_61,2,Kvickly
pr7591_61,4,Kvickly
pr7591_61,4,Dansk
pr7592_61,1,U2
pr7592_61,13,U2
pr7592_61,17,U2
pr7595_61,3,IT
pr7595_61,4,Aspergers
pr7595_61,5,Aspergers
pr7596_61,16,nutidens
pr7598_61,10,Den
pr7598_61,17,Den
pr7598_61,44,Politiken
pr7598_61,48,Den
pr7599_61,4,FN
pr7599_61,19,"Røde, Kors"
pr7600_61,17,KFUM
pr7600_61,17,KFUK
pr7603_61,0,"Kristeligt, Dagblad"
pr7603_61,8,"Kristeligt, Dagblad"
pr7603_61,27,LEGO
pr7603_61,29,LEGO
pr7603_61,29,LEGO
pr7605_61,5,Selskab
pr7605_61,7,Selskab
pr7605_61,36,Folkekirken
pr7605_61,45,Folkekirken
pr7605_61,55,Selskab
pr7606_61,17,katolske
pr7606_61,50,Testamente
pr7608_61,3,Københavns
pr7608_61,18,Testamente
pr7609_61,55,Ham
pr7612_61,40,Ham
pr7614_61,17,Testamente
pr7617_61,18,Testamente
pr7618_61,0,KFUMs
pr7618_61,6,KFUMs
pr7618_61,7,KFUMs
pr7618_61,7,"Vejle, Missionshus"
pr7618_61,13,KFUMs
pr7620_61,0,SF
pr7620_61,3,SF
pr7620_61,7,SF
pr7621_61,15,Facebook
pr7623_61,73,Folkekirke
pr7624_61,4,Testamente
pr7625_61,0,årets
pr7626_61,35,Testamente
pr7628_61,24,Testamente
pr7629_62,1,SAS
pr7629_62,59,Folkekirkens
pr7630_62,13,venstreparti
pr7630_62,28,venstreparti
pr7630_62,65,Det
pr7631_62,13,hjorten
pr7632_62,9,World
pr7638_62,8,"Det, Gamle, Testamente"
pr7638_62,9,Det
pr7638_62,9,Testamente
pr7638_62,10,Gamle
pr7638_62,17,Det
pr7638_62,17,Testamente
pr7638_62,47,"Det, Gamle"
pr7638_62,47,Det
pr7638_62,47,Testamente
pr7638_62,50,Det
pr7638_62,50,Testamente
pr7638_62,51,"Det, Gamle"
pr7638_62,51,Det
pr7638_62,51,Testamente
pr7638_62,51,"Gamle, Testamente"
pr7638_62,51,Testamente
pr7639_62,17,Jesus
pr7640_62,17,Sjællands
pr7640_62,20,Det
pr7640_62,20,Testamente
pr7644_62,4,"South, African, Council"
pr7644_62,4,Churches
pr7644_62,10,"Council, of"
pr7644_62,14,"World, Alliance"
pr7645_62,27,FN
pr7647_62,66,"Røde, Kors"
pr7648_62,2,Batman
pr7648_62,4,Batman
pr7648_62,5,Batman
pr7648_62,6,Batman
pr7653_62,22,Hær
pr7657_62,33,katolske
pr7657_62,38,gt
pr7657_62,50,gt
pr7659_62,12,Testamente
pr7659_62,12,Det
pr7659_62,12,Testamente
pr7659_62,14,"Det, Gamle, Testamente"
pr7660_62,40,Testamente
pr7662_62,17,Testamente
pr7662_62,18,"Det, Gamle"
pr7663_62,20,"Vejle, Sygehus"
pr7664_62,3,hvedekorn
pr7665_62,68,Unicef
pr7667_62,0,Danmark
pr7667_62,6,hollandske
pr7670_62,16,Det
pr7670_62,16,Testamente
pr7670_62,18,Det
pr7670_62,18,Testamente
pr7675_62,33,Det
pr7675_62,33,Testamente
pr7679_62,24,Ford
pr7679_62,25,Ford
pr7685_62,17,Mossad
pr7685_62,21,jødiske
pr7686_62,60,Bilka
pr7686_62,72,Bilka
pr7686_62,90,forladelse
pr7687_62,3,"Gamle, Testamente"
pr7692_62,3,Det
pr7693_62,14,Det
pr7696_62,16,Det
pr7696_62,46,Facebook
pr7697_62,2,Føtex
pr7697_62,12,DR
pr7697_62,12,DR
pr7700_62,8,Testamente
pr7700_62,9,"Gamle, Testamente"
pr7701_62,6,EU
pr7704_62,3,Disney
pr7705_62,6,TV2
pr7707_62,36,"Det, Røde"
pr7713_62,25,BBC
pr7722_62,24,Det
pr7723_62,44,kliché
pr7728_62,3,EU
pr7728_62,17,katolske
pr7728_62,19,EU
pr7728_62,20,EU
pr7728_62,20,EU
pr7728_62,20,EU
pr7728_62,21,"Dansk, Folkepartis"
pr7728_62,22,EU
pr7728_62,23,Danmarks
pr7728_62,24,"Dansk, Folkeparti"
pr7728_62,37,"Dansk, Folkeparti"
pr7731_62,83,Romana
pr7731_62,89,Romana
pr7737_81,24,Det
pr7738_81,25,Det
pr7739_81,1,MAN
pr7739_81,9,AF
pr7742_81,23,forladelse
pr7754_81,44,Ham
pr7756_81,65,Det
pr7757_81,0,Himmelfart
pr7758_81,49,Ham
pr7770_81,32,sting
pr7773_81,1,Ham
pr7789_81,45,Ham
pr7795_81,4,VI
pr7796_81,77,Ham
pr7797_81,0,Salmernes
pr7797_81,41,Ham
pr7798_81,44,Ham
pr7799_81,44,Ham
pr7800_81,32,Ham
pr7806_81,54,Ham
pr7816_81,17,Vår
pr7818_81,54,Ham
pr7836_81,55,Ham
pr7838_81,53,Ham
pr7845_81,44,Var
pr7847_81,4,"Dansk, Folkeparti"
pr7852_81,46,Ham
pr7863_81,1,MAN
pr7863_81,4,DA
pr7866_81,29,Ham
pr7869_81,2,Søns
pr7871_81,22,AF
pr7873_81,27,Ham
pr7875_81,27,Ham
pr7875_81,50,Trump
pr7875_81,56,mankind
pr7876_82,109,Disney
pr7878_82,11,Brugsen
pr7878_82,79,Ham
pr7880_82,52,BBC
pr7880_82,54,BBC
pr7881_82,77,Ham
pr7886_82,36,Ham
pr7887_82,81,Ham
pr7888_82,15,Råd
pr7888_82,45,TV2
pr7888_82,47,Aller
pr7889_82,62,Danmarks
pr7891_82,103,Sl
pr7892_82,9,romerske
pr7892_82,25,Rigshospitalet
pr7894_82,0,P1
pr7894_82,120,Ham
pr7896_82,23,Ham
pr7897_82,53,pines
pr7897_82,111,GT
pr7898_82,65,riges
pr7899_82,11,folketinget
pr7900_82,53,pines
pr7902_82,0,"USA's, præsident"
pr7902_82,77,Sl
pr7902_82,110,GT
pr7905_82,13,romersk
pr7906_82,5,Nexø
pr7906_82,5,Nexø
pr7906_82,60,Sl
pr7911_82,1,CERN
pr7912_82,14,Alliance
pr7912_82,27,Islamisk
pr7913_82,90,Sankt
pr7914_82,1,Hær
pr7914_82,8,Google
pr7915_82,0,Google
pr7917_82,13,Salmernes
pr7919_82,0,Google
pr7921_83,8,Facebook
pr7922_83,30,Ham
pr7923_83,0,teleselskabet
pr7937_83,12,Ham
pr7937_83,17,Facebook
pr7937_83,18,Facebook
pr7937_83,19,Facebook
pr7937_83,20,Facebook
pr7938_83,51,Ham
pr7941_83,8,Folkekirken
pr7944_83,1,præsidentens
pr7944_83,23,Prædikerens
pr7945_83,0,"Kristeligt, Dagblad"
pr7947_83,45,"Aalborg, Universitet"
pr7951_83,42,Ham
pr7953_83,18,Facebook
pr7955_83,15,Forum
pr7955_83,16,Folkekirken
pr7955_83,18,"Aarhus, Universitet"
pr7957_83,1,Trump
pr7957_83,16,Københavns
pr7959_83,61,"Århus, Stiftstidende"
pr7961_84,29,Var
pr7965_84,54,Påske
pr7966_84,57,Påske
pr7967_84,36,jødiske
pr7967_84,44,Folkekirken
pr7967_84,57,Søns
pr7968_84,43,Rige
pr7972_84,20,Ham
pr7973_84,20,Ham
pr7973_84,40,Folkekirken
pr7973_84,53,hebræerne
pr7974_84,77,Ham
pr7975_84,2,søndagsavisen
pr7976_85,42,sik
pr7976_85,43,skype
pr7979_85,13,Emmaus
pr7980_85,53,Folkekirkens
pr7981_85,2,Berlingske
pr7981_85,38,Berlingske
pr7983_85,41,"Danmarks, Radio"
pr7984_85,40,skype
pr7984_85,70,P1
pr7985_85,29,Handelshøjskolen
pr7986_85,8,Ajax
pr7986_85,10,Ajax
pr7986_85,37,Ajax
pr7987_85,42,skype
pr7989_85,26,DR
pr7990_85,6,"nationalsocialistiske, parti"
pr7994_85,63,"Københavns, Sydhavn"
pr7995_85,36,Testamente
pr7995_85,43,hvedekorn
pr8000_85,34,HC
pr8001_64,33,Ham
pr8002_64,2,Paradise
pr8008_64,23,DF
pr8009_64,3,Microsoft
pr8009_64,53,Ham
pr8009_64,54,Ham
pr8010_64,15,"Den, Danske, Folkekirke"
pr8011_64,45,Ham
pr8012_64,14,Det
pr8012_64,14,Testamente
pr8017_64,0,"Skive, Folkeblad"
pr8018_64,43,Ham
pr8019_64,7,barnsben
pr8022_64,26,tørster
pr8029_64,42,Ham
pr8031_64,1,Det
pr8031_64,52,Påske
pr8032_64,14,"Gamle, Testamente"
pr8033_64,53,Ham
pr8036_64,26,Hellige
pr8038_64,1,DDS
pr8049_64,17,Ham
pr8052_64,8,Ham
pr8055_64,5,DDS
pr8059_64,60,Ham
pr8061_64,58,Sydafrikas
pr8062_64,49,Ham
pr8062_64,54,Ham
pr8062_64,55,Ham
pr8062_64,55,Ham
pr8063_64,0,Google
pr8063_64,3,Google
pr8063_64,4,Google
pr8063_64,4,Google
pr8063_64,25,Google
pr8063_64,27,Google
pr8063_64,29,Google
pr8063_64,29,Google
pr8063_64,30,Google
pr8066_64,22,Ham
pr8067_64,21,Det
pr8067_64,21,Testamente
pr8067_64,23,Ham
pr8068_64,29,Ham
pr8072_64,13,"Olympiske, Lege"
pr8073_64,22,Det
pr8075_64,7,DDS
pr8075_64,30,Ham
pr8075_64,38,Land
pr8076_64,2,Facebook
pr8076_64,8,Testamente
pr8076_64,33,Ham
pr8076_64,33,Ham
pr8076_64,35,Ham
pr8076_64,42,Ham
pr8078_64,7,"Gamle, Testamente"
pr8078_64,36,Ham
pr8080_64,35,Ham
pr8080_64,35,Ham
pr8080_64,36,helbredte
pr8080_64,42,Ham
pr8080_64,43,Ham
pr8080_64,52,Ham
pr8081_64,11,Ham
pr8081_64,30,Ham
pr8082_64,21,Ham
pr8082_64,26,Ham
pr8082_64,27,Ham
pr8083_64,2,Facebook
pr8087_64,44,Ham
pr8089_64,31,Hærs
pr8090_64,27,”
pr8090_64,63,Ham
pr8091_64,16,Testamente
pr8092_64,11,"Bruxelles, forleden"
pr8092_64,28,Ham
pr8094_64,49,Folkekirkens
pr8095_64,18,hunger
pr8096_64,1,Påske
pr8097_64,11,Facebook
pr8097_64,15,Facebook
pr8099_64,37,Ham
pr8099_64,48,DDS
pr8101_64,3,Ham
pr8101_64,36,Ham
pr8101_64,51,Ham
pr8102_64,45,Ham
pr8105_64,12,Ham
pr8107_65,15,Falck
pr8117_65,1,Valley
pr8117_65,5,Death
pr8117_65,12,Death
pr8124_65,65,Rige
pr8126_65,6,"Gamle, Testamente"
pr8126_65,30,"Guardian, angle, ”, ."
pr8128_65,34,Ef
pr8133_65,47,"Det, Etiske, Råd"
pr8138_65,37,Peters
pr8139_65,2,Denver
pr8143_65,3,AK
pr8143_65,4,AK
pr8143_65,18,AK
pr8143_65,70,AK
pr8143_65,70,AK
pr8143_65,70,AK
pr8143_65,70,AK
pr8143_65,70,AK
pr8146_65,63,GT
pr8146_65,68,Det
pr8146_65,68,Testamente
pr8148_65,36,IS
pr8148_65,60,IS
pr8155_65,8,Valley
pr8155_65,12,Death
pr8155_65,19,Death
pr8165_65,7,Tv
pr8166_65,33,"Københavns, Universitet"
pr8167_65,74,"Royal, Navy"
pr8167_65,92,forladelse
pr8167_65,94,Det
pr8167_65,94,Testamente
pr8168_65,10,"Danske, Folkeparti"
pr8168_65,10,enhedslisten
pr8168_65,74,mandat
pr8168_65,74,lutherske
pr8169_65,15,Falck
pr8172_65,11,Gestapo
pr8174_65,46,Alliances
pr8174_65,82,Ham
pr8175_65,5,damerne
pr8182_65,11,Konfirmationen
pr8193_65,6,"Det, Gamle, Testamente"
pr8194_65,64,msn
pr8195_66,0,90erne
pr8198_66,36,Føtex
pr8200_66,36,Påske
pr8201_66,3,Testamente
pr8201_66,14,Line
pr8204_66,0,"Det, Gamle, Testamente"
pr8205_66,4,PBS
pr8206_66,1,universitets
pr8208_66,36,Testamente
pr8208_66,45,Ham
pr8209_66,11,"Gamle, Testamente"
pr8210_66,43,Testamente
pr8211_66,27,Det
pr8211_66,27,Testamente
pr8218_66,14,"De, Radikale"
pr8219_66,33,Testamente
pr8220_66,6,Påske
pr8227_66,0,"Brugsen, –"
pr8227_66,2,Brugsen
pr8227_66,6,Bilka
pr8227_66,13,Nyhederne
pr8227_66,14,hjemmeværnet
pr8227_66,14,Facebook
pr8231_66,11,DR
pr8232_66,37,"Det, Gamle"
pr8235_66,11,"Det, Gamle, Testamente"
pr8239_66,1,Det
pr8241_66,15,"Det, Gamle, Testamente"
pr8244_66,16,Lille
pr8247_66,20,Gamle
pr8255_66,4,"Det, Gamle, Testamente"
pr8257_66,51,toldboden
pr8259_66,4,"Det, Gamle"
pr8259_66,20,Det
pr8259_66,20,Testamente
pr8266_66,2,Det
pr8266_66,2,Testamente
pr8266_66,4,"Gamle, Testamente"
pr8272_66,49,Det
pr8272_66,49,Testamente
pr8274_66,8,Jyllandsposten
pr8277_66,76,DDS
pr8278_66,16,"jødiske, Råds"
pr8283_66,35,Ham
pr8286_66,13,AK
pr8286_66,45,AK
pr8286_66,48,AK
pr8287_66,13,ak
pr8291_66,52,ak
pr8297_66,13,"Det, Gamle, Testamente"
pr8306_67,1,Ham
pr8308_67,20,Ham
pr8309_67,14,Emmaus
pr8309_67,29,Emmaus
pr8310_67,13,Testamente
pr8312_67,46,TV2
pr8312_67,53,Gode
pr8317_67,51,Testamente
pr8323_67,7,bornholmer
pr8324_67,22,DDS
pr8329_67,65,Ham
pr8335_67,52,søns
pr8336_67,0,TV
pr8336_67,0,TV2
pr8336_67,5,TV2
pr8337_67,69,Ham
pr8342_67,20,Det
pr8342_67,20,Testamente
pr8343_67,0,katolske
pr8343_67,1,katolske
pr8343_67,5,katolske
pr8345_67,3,Ham
pr8347_67,32,TV2
pr8348_67,19,ortodokse
pr8349_67,49,Folketinget
pr8349_67,72,FN
pr8350_67,1,"Kongelige, Højhed"
pr8354_67,16,Det
pr8355_67,31,Den
pr8356_67,9,Ham
pr8357_67,32,Ham
pr8358_67,85,Ham
pr8358_67,86,Ham
pr8359_67,34,pines
pr8361_67,36,Ham
pr8367_67,42,DDS
pr8368_67,48,Kongehuset
pr8368_67,74,Testamente
pr8369_67,6,katolske
pr8369_67,7,katolske
pr8369_67,11,katolske
pr8370_67,13,evangeliske
pr8372_67,32,Ham
pr8372_67,46,Ham
pr8373_67,55,carte
pr8373_67,96,Ham
pr8374_67,6,Testamente
pr8375_67,8,"Den, Danske, Folkekirke"
pr8375_67,10,evangeliske
pr8376_67,24,"Det, Røde"
pr8378_67,65,Folkekirken
pr8379_67,0,evangelist
pr8381_67,25,"Det, Røde"
pr8382_67,22,Facebook
pr8382_67,31,Hilton
pr8382_67,35,Paris
pr8382_67,36,Paris
pr8382_67,41,"Paris, Hilton"
pr8382_67,41,"Paris, Hilton"
pr8382_67,42,Paris
pr8382_67,42,"amerikanske, Hilton"
pr8382_67,42,dynasti
pr8382_67,49,"Paris, Hilton"
pr8382_67,50,"Paris, Hilton"
pr8382_67,51,"Paris, Hilton"
pr8382_67,52,"Paris, Hilton"
pr8382_67,55,"Paris, Hilton"
pr8382_67,56,Paris
pr8382_67,63,"Paris, Hilton"
pr8382_67,65,"Paris, Hilton"
pr8384_67,59,DDS
pr8385_67,5,katolske
pr8390_67,55,carte
pr8390_67,96,Ham
pr8393_67,66,Hellig
pr8396_67,1,"Hans, Kongelige, Højhed"
pr8399_67,82,TV
pr8400_67,14,Testamente
pr8400_67,25,evangeliske
pr8401_67,12,"Gamle, Testamente"
pr8402_67,19,Ham
pr8413_67,7,evangelist
pr8414_67,25,Folkekirken
pr8414_67,54,Kirkernes
pr8414_67,55,Apartheid
pr8414_67,55,"Kirkernes, Verdensråd"
pr8414_67,57,katolske
pr8414_67,61,katolske
pr8414_67,65,katolske
pr8414_67,68,Hær
pr8415_67,0,Det
pr8417_67,86,norske
pr8418_67,26,"Det, Teologiske, Fakultet"
pr8418_67,26,"Aarhus, Universitet"
pr8421_67,42,evangeliske
pr8422_67,7,"Det, Røde"
pr8422_67,30,Testamente
pr8422_67,34,Testamente
pr8422_67,35,Testamente
pr8422_67,38,Testamente
pr8422_67,48,Testamente
pr8422_67,71,"Københavns, universitet"
pr8422_67,87,Ham
pr8424_67,15,evangelist
pr8424_67,31,Ham
pr8424_67,75,Ham
pr8425_67,5,TV
pr8429_68,13,playstation
pr8432_68,40,Testamente
pr8434_68,58,nationalmuseet
pr8436_68,0,Testamente
pr8436_68,41,romerske
pr8437_68,34,Påske
pr8437_68,37,Kristi
pr8438_68,82,Ham
pr8442_68,69,Jesus
pr8443_68,63,Ham
pr8444_68,19,Kristi
pr8445_68,3,"KFUM, Vestervig"
pr8445_68,3,KFUK
pr8445_68,8,KFUM
pr8445_68,8,KFUK
pr8445_68,17,KFUM
pr8445_68,28,Kristi
pr8445_68,60,KFUM
pr8445_68,64,KFUM
pr8448_68,54,Testamente
pr8449_68,85,Ham
pr8451_68,16,Gamle
pr8451_68,16,Testamente
pr8463_68,13,"Vestervig, menighedsråd"
pr8469_68,22,Operation
pr8470_68,43,Afrikas
pr8473_68,4,Danmark
pr8473_68,31,Afrikas
pr8473_68,50,eldorado
pr8474_68,88,Ham
pr8478_68,2,Hjerl
pr8478_68,4,Gamle
pr8485_68,81,hvedekorn
pr8487_68,28,Ham
pr8487_68,30,"Kristeligt, Dagblad"
pr8487_68,40,Ham
pr8491_68,78,blæsten
pr8491_68,79,blæsten
pr8492_68,1,Danske
pr8492_68,34,Ham
pr8493_68,80,Ham
pr8494_68,29,EU
pr8495_68,1,/
pr8498_68,33,katolske
pr8498_68,34,katolske
pr8507_68,61,Ham
pr8512_68,0,lokalavisen
pr8513_68,0,Brugsen
pr8513_68,2,Brugsen
pr8513_68,28,Brugsen
pr8513_68,51,Ham
pr8514_68,2,Brugsen
pr8522_68,21,Påske
pr8523_68,5,DR
pr8523_68,21,"Gamle, Testamente"
pr8529_68,78,"Jesu, Kristi"
pr8530_68,5,BT
pr8530_68,5,Ekstrabladet
pr8534_68,16,hvedekorn
pr8534_68,23,hvedekorn
pr8534_68,45,hvedekorn
pr8536_68,2,SKAT
pr8536_68,58,SKAT
pr8539_68,16,DR
pr8542_68,44,Testamente
pr8544_68,12,”
pr8544_68,13,Bilka
pr8544_68,65,Facebook
pr8546_68,7,Påske
pr8548_68,2,Brugsen
pr8551_68,28,Information
pr8552_68,1,KODA
pr8553_68,2,"Røde, Kors"
pr8553_68,25,"Vichy, ”"
pr8553_68,26,Vichy
pr8560_68,74,Ham
pr8565_68,31,"”, Freaks"
pr8565_68,57,"Emma, Lines"
pr8572_68,54,Landstinget
pr8575_68,32,Israels
pr8579_68,70,Påske
pr8581_68,31,"”, Freaks"
pr8581_68,57,"Emma, Lines"
pr8587_68,41,"Det, Gamle, Testamente"
pr8587_68,44,sl
pr8589_68,59,hvedekorn
pr8589_68,60,hvedekorn
pr8590_68,18,MGP
pr8590_68,19,MGP
pr8590_68,23,MGP
pr8592_69,5,"Holger, Danske"
pr8599_69,44,Testamente
pr8606_69,44,TV
pr8607_69,13,Facebook
pr8613_69,29,atr
pr8615_69,25,katolske
pr8615_69,25,katolske
pr8618_69,1,Folkekirkens
pr8623_69,23,"Kristelig, Dagblad"
pr8624_69,18,katolske
pr8626_69,11,folketinget
pr8628_69,14,Nørrebros
pr8641_69,19,U2
pr8662_69,11,"af, Oxford"
pr8665_69,38,Netto
pr8668_69,28,Sveriges
pr8682_69,5,DR
pr8683_69,13,jødiske
pr8686_69,3,SE
pr8687_69,5,Facebook
pr8692_69,24,SPAR
pr8692_69,24,Brugsen
pr8702_69,30,Emmaus
pr8703_69,29,Emmaus
pr8708_69,0,DR
pr8715_69,2,WARS
pr8724_69,18,katolske
pr8736_69,1,P3
pr8740_69,3,jyske
pr8745_69,0,Danmarks
pr8745_69,1,P1
pr8745_69,37,evangeliske
pr8749_69,27,paradisets
pr8756_69,46,lutherske
pr8759_69,0,Facebook
pr8759_69,1,Rådet
pr8765_69,33,katolske
pr8765_69,33,lutherske
pr8774_69,0,AL
pr8775_69,10,folketinget
pr8780_69,24,katolske
pr8783_69,8,P1
pr8783_69,16,pinsekirken
pr8801_69,0,katolske
pr8801_69,9,berømmelige
pr8803_69,9,Testamente
pr8803_69,9,lotto
